Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
Industry groups,Administrative and support services,SG01RSC04B01MN2,2023Q1,0.0196278,1520.725
Industry groups,Local Government administration,SG01RSC04B01OO1,2023Q1,0.0047717,397.776
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2023Q1,0.0370522,2890.583
Industry groups,Education and training,SG01RSC04B01PP1,2023Q1,0.0397661,2337.858
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2023Q1,0.0679130,4504.771
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2023Q1,0.0127062,923.106
Industry groups,Other services,SG01RSC04B01RS2,2023Q1,0.0199023,1306.888
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q1,0.0841632,5374.412
Industry groups,Agriculture,SG01RSC04B01AA1,2023Q2,0.0336743,2467.368
Industry groups,Forestry and logging,SG01RSC04B01AA2,2023Q2,0.0037471,387.536
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2023Q2,0.0082692,605.550
Industry groups,Mining,SG01RSC04B01BB1,2023Q2,0.0076285,583.147
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2023Q2,0.0354985,1966.355
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2023Q2,0.0020260,156.828
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2023Q2,0.0079785,470.152
Industry groups,Printing,SG01RSC04B01CC4,2023Q2,0.0017063,136.932
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2023Q2,0.0073644,485.469
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2023Q2,0.0037604,270.664
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2023Q2,0.0116189,660.342
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2023Q2,0.0164547,1306.704
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2023Q2,0.0025907,203.543
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2023Q2,0.0253214,1870.025
Industry groups,Construction,SG01RSC04B01EE1,2023Q2,0.0740975,4747.416
Industry groups,Wholesale trade,SG01RSC04B01FF1,2023Q2,0.0496360,3727.038
Industry groups,Retail trade,SG01RSC04B01GH1,2023Q2,0.0442683,3393.001
Industry groups,Accommodation services,SG01RSC04B01GH2,2023Q2,0.0217423,1393.710
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2023Q2,0.0427321,2858.850
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2023Q2,0.0199685,2847.877
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2023Q2,0.0599812,3994.919
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2023Q2,0.0674136,4340.935
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2023Q2,0.0765006,5449.758
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2023Q2,0.0901186,6837.460
Industry groups,Administrative and support services,SG01RSC04B01MN2,2023Q2,0.0196278,1634.332
Industry groups,Local Government administration,SG01RSC04B01OO1,2023Q2,0.0047717,397.478
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2023Q2,0.0370522,2989.323
Industry groups,Education and training,SG01RSC04B01PP1,2023Q2,0.0397661,2391.037
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2023Q2,0.0679130,4560.865
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2023Q2,0.0127062,1012.915
Industry groups,Other services,SG01RSC04B01RS2,2023Q2,0.0199023,1313.251
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q2,0.0841632,5365.890
Industry groups,Agriculture,SG01RSC04B01AA1,2023Q3,0.0336743,2548.458
Industry groups,Forestry and logging,SG01RSC04B01AA2,2023Q3,0.0037471,378.828
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2023Q3,0.0082692,618.963
Industry groups,Mining,SG01RSC04B01BB1,2023Q3,0.0076285,565.154
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2023Q3,0.0354985,1982.917
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2023Q3,0.0020260,139.604
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2023Q3,0.0079785,468.294
Industry groups,Printing,SG01RSC04B01CC4,2023Q3,0.0017063,136.357
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2023Q3,0.0073644,423.621
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2023Q3,0.0037604,268.831
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2023Q3,0.0116189,645.127
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2023Q3,0.0164547,1281.075
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2023Q3,0.0025907,202.220
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2023Q3,0.0253214,1852.523
Industry groups,Construction,SG01RSC04B01EE1,2023Q3,0.0740975,4675.819
Industry groups,Wholesale trade,SG01RSC04B01FF1,2023Q3,0.0496360,3649.707
Industry groups,Retail trade,SG01RSC04B01GH1,2023Q3,0.0442683,3366.389
Industry groups,Accommodation services,SG01RSC04B01GH2,2023Q3,0.0217423,1407.018
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2023Q3,0.0427321,2802.579
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2023Q3,0.0199685,2835.138
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2023Q3,0.0599812,3998.827
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2023Q3,0.0674136,4362.175
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2023Q3,0.0765006,5517.702
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2023Q3,0.0901186,6858.231
Industry groups,Administrative and support services,SG01RSC04B01MN2,2023Q3,0.0196278,1574.547
Industry groups,Local Government administration,SG01RSC04B01OO1,2023Q3,0.0047717,407.171
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2023Q3,0.0370522,3000.649
Industry groups,Education and training,SG01RSC04B01PP1,2023Q3,0.0397661,2425.867
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2023Q3,0.0679130,4729.274
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2023Q3,0.0127062,1049.612
Industry groups,Other services,SG01RSC04B01RS2,2023Q3,0.0199023,1415.504
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q3,0.0841632,5328.648
Industry groups,Agriculture,SG01RSC04B01AA1,2023Q4,0.0336743,2555.390
Industry groups,Forestry and logging,SG01RSC04B01AA2,2023Q4,0.0037471,395.614
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2023Q4,0.0082692,627.183
Industry groups,Mining,SG01RSC04B01BB1,2023Q4,0.0076285,546.494
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2023Q4,0.0354985,1937.188
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2023Q4,0.0020260,168.684
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2023Q4,0.0079785,467.371
Industry groups,Printing,SG01RSC04B01CC4,2023Q4,0.0017063,135.540
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2023Q4,0.0073644,495.375
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2023Q4,0.0037604,261.928
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2023Q4,0.0116189,645.166
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2023Q4,0.0164547,1254.919
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2023Q4,0.0025907,187.030
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2023Q4,0.0253214,1858.899
Industry groups,Construction,SG01RSC04B01EE1,2023Q4,0.0740975,4681.367
Industry groups,Wholesale trade,SG01RSC04B01FF1,2023Q4,0.0496360,3564.054
Industry groups,Retail trade,SG01RSC04B01GH1,2023Q4,0.0442683,3308.614
Industry groups,Accommodation services,SG01RSC04B01GH2,2023Q4,0.0217423,1385.560
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2023Q4,0.0427321,2775.549
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2023Q4,0.0199685,2868.244
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2023Q4,0.0599812,4014.557
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2023Q4,0.0674136,4456.096
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2023Q4,0.0765006,5566.894
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2023Q4,0.0901186,6798.909
Industry groups,Administrative and support services,SG01RSC04B01MN2,2023Q4,0.0196278,1558.323
Industry groups,Local Government administration,SG01RSC04B01OO1,2023Q4,0.0047717,418.630
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2023Q4,0.0370522,3056.349
Industry groups,Education and training,SG01RSC04B01PP1,2023Q4,0.0397661,2431.939
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2023Q4,0.0679130,4741.998
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2023Q4,0.0127062,1056.845
Industry groups,Other services,SG01RSC04B01RS2,2023Q4,0.0199023,1298.300
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2023Q4,0.0841632,5332.613
Industry groups,Agriculture,SG01RSC04B01AA1,2024Q1,0.0336743,2582.726
Industry groups,Forestry and logging,SG01RSC04B01AA2,2024Q1,0.0037471,426.804
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2024Q1,0.0082692,628.435
Industry groups,Mining,SG01RSC04B01BB1,2024Q1,0.0076285,536.571
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2024Q1,0.0354985,1990.186
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2024Q1,0.0020260,153.558
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2024Q1,0.0079785,487.660
Industry groups,Printing,SG01RSC04B01CC4,2024Q1,0.0017063,133.834
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2024Q1,0.0073644,386.568
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2024Q1,0.0037604,260.058
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2024Q1,0.0116189,632.612
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2024Q1,0.0164547,1208.917
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2024Q1,0.0025907,178.997
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2024Q1,0.0253214,1884.236
Industry groups,Construction,SG01RSC04B01EE1,2024Q1,0.0740975,4531.239
Industry groups,Wholesale trade,SG01RSC04B01FF1,2024Q1,0.0496360,3555.989
Industry groups,Retail trade,SG01RSC04B01GH1,2024Q1,0.0442683,3332.327
Industry groups,Accommodation services,SG01RSC04B01GH2,2024Q1,0.0217423,1399.518
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2024Q1,0.0427321,2840.060
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2024Q1,0.0199685,2821.077
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2024Q1,0.0599812,3999.442
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2024Q1,0.0674136,4530.622
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2024Q1,0.0765006,5592.182
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2024Q1,0.0901186,6750.658
Industry groups,Administrative and support services,SG01RSC04B01MN2,2024Q1,0.0196278,1566.544
Industry groups,Local Government administration,SG01RSC04B01OO1,2024Q1,0.0047717,421.903
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2024Q1,0.0370522,3060.680
Industry groups,Education and training,SG01RSC04B01PP1,2024Q1,0.0397661,2436.701
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2024Q1,0.0679130,4777.773
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2024Q1,0.0127062,1018.272
Industry groups,Other services,SG01RSC04B01RS2,2024Q1,0.0199023,1329.062
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2024Q1,0.0841632,5430.032
Industry groups,Agriculture,SG01RSC04B01AA1,2024Q2,0.0336743,2626.977
Industry groups,Forestry and logging,SG01RSC04B01AA2,2024Q2,0.0037471,379.018
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2024Q2,0.0082692,639.886
Industry groups,Mining,SG01RSC04B01BB1,2024Q2,0.0076285,505.479
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2024Q2,0.0354985,1950.130
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2024Q2,0.0020260,159.791
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2024Q2,0.0079785,520.400
Industry groups,Printing,SG01RSC04B01CC4,2024Q2,0.0017063,130.643
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2024Q2,0.0073644,435.436
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2024Q2,0.0037604,254.006
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2024Q2,0.0116189,600.072
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2024Q2,0.0164547,1303.892
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2024Q2,0.0025907,178.814
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2024Q2,0.0253214,1853.786
Industry groups,Construction,SG01RSC04B01EE1,2024Q2,0.0740975,4420.635
Industry groups,Wholesale trade,SG01RSC04B01FF1,2024Q2,0.0496360,3511.184
Industry groups,Retail trade,SG01RSC04B01GH1,2024Q2,0.0442683,3305.587
Industry groups,Accommodation services,SG01RSC04B01GH2,2024Q2,0.0217423,1348.625
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2024Q2,0.0427321,2792.587
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2024Q2,0.0199685,2834.985
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2024Q2,0.0599812,4035.498
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2024Q2,0.0674136,4508.764
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2024Q2,0.0765006,5616.216
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2024Q2,0.0901186,6736.470
Industry groups,Administrative and support services,SG01RSC04B01MN2,2024Q2,0.0196278,1578.629
Industry groups,Local Government administration,SG01RSC04B01OO1,2024Q2,0.0047717,427.343
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2024Q2,0.0370522,2997.662
Industry groups,Education and training,SG01RSC04B01PP1,2024Q2,0.0397661,2440.617
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2024Q2,0.0679130,4798.321
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2024Q2,0.0127062,1060.209
Industry groups,Other services,SG01RSC04B01RS2,2024Q2,0.0199023,1313.053
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2024Q2,0.0841632,5257.281
Industry groups,Agriculture,SG01RSC04B01AA1,2024Q3,0.0336743,2600.707
Industry groups,Forestry and logging,SG01RSC04B01AA2,2024Q3,0.0037471,393.719
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2024Q3,0.0082692,650.851
Industry groups,Mining,SG01RSC04B01BB1,2024Q3,0.0076285,493.528
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2024Q3,0.0354985,1938.495
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2024Q3,0.0020260,139.539
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2024Q3,0.0079785,494.251
Industry groups,Printing,SG01RSC04B01CC4,2024Q3,0.0017063,130.361
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2024Q3,0.0073644,434.087
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2024Q3,0.0037604,248.025
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2024Q3,0.0116189,570.867
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2024Q3,0.0164547,1281.298
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2024Q3,0.0025907,174.210
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2024Q3,0.0253214,1789.627
Industry groups,Construction,SG01RSC04B01EE1,2024Q3,0.0740975,4310.099
Industry groups,Wholesale trade,SG01RSC04B01FF1,2024Q3,0.0496360,3495.124
Industry groups,Retail trade,SG01RSC04B01GH1,2024Q3,0.0442683,3290.550
Industry groups,Accommodation services,SG01RSC04B01GH2,2024Q3,0.0217423,1333.293
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2024Q3,0.0427321,2762.049
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2024Q3,0.0199685,2838.823
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2024Q3,0.0599812,4038.563
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2024Q3,0.0674136,4596.403
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2024Q3,0.0765006,5647.697
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2024Q3,0.0901186,6624.631
Industry groups,Administrative and support services,SG01RSC04B01MN2,2024Q3,0.0196278,1517.810
Industry groups,Local Government administration,SG01RSC04B01OO1,2024Q3,0.0047717,435.004
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2024Q3,0.0370522,2931.187
Industry groups,Education and training,SG01RSC04B01PP1,2024Q3,0.0397661,2443.445
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2024Q3,0.0679130,4721.183
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2024Q3,0.0127062,999.373
Industry groups,Other services,SG01RSC04B01RS2,2024Q3,0.0199023,1301.748
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2024Q3,0.0841632,5175.714
Industry groups,Agriculture,SG01RSC04B01AA1,2024Q4,0.0336743,2619.149
Industry groups,Forestry and logging,SG01RSC04B01AA2,2024Q4,0.0037471,400.508
Industry groups,"Fishing, aquaculture and agriculture, forestry and fishing support services",SG01RSC04B01AA3,2024Q4,0.0082692,676.797
Industry groups,Mining,SG01RSC04B01BB1,2024Q4,0.0076285,487.913
Industry groups,"Food, beverage, and tobacco manufacturing",SG01RSC04B01CC1,2024Q4,0.0354985,2000.036
Industry groups,"Textile, leather, clothing, and footwear manufacturing",SG01RSC04B01CC2,2024Q4,0.0020260,131.000
Industry groups,Wood and paper products manufacturing,SG01RSC04B01CC3,2024Q4,0.0079785,487.953
Industry groups,Printing,SG01RSC04B01CC4,2024Q4,0.0017063,131.018
Industry groups,"Petroleum, chemical, polymer, and rubber product manufacturing",SG01RSC04B01CC5,2024Q4,0.0073644,411.810
Industry groups,Non-metallic mineral product manufacturing,SG01RSC04B01CC6,2024Q4,0.0037604,252.037
Industry groups,Metal product manufacturing,SG01RSC04B01CC7,2024Q4,0.0116189,552.563
Industry groups,"Transport equipment, machinery and equipment manufacturing",SG01RSC04B01CC8,2024Q4,0.0164547,1280.001
Industry groups,Furniture and other manufacturing,SG01RSC04B01CC9,2024Q4,0.0025907,171.005
Industry groups,"Electricity, gas, water, and waste services",SG01RSC04B01DD1,2024Q4,0.0253214,1827.691
Industry groups,Construction,SG01RSC04B01EE1,2024Q4,0.0740975,4175.651
Industry groups,Wholesale trade,SG01RSC04B01FF1,2024Q4,0.0496360,3503.247
Industry groups,Retail trade,SG01RSC04B01GH1,2024Q4,0.0442683,3301.410
Industry groups,Accommodation services,SG01RSC04B01GH2,2024Q4,0.0217423,1404.294
Industry groups,"Transport, postal, and warehousing",SG01RSC04B01II1,2024Q4,0.0427321,2829.064
Industry groups,Information media and telecommunications,SG01RSC04B01JJ1,2024Q4,0.0199685,2753.872
Industry groups,Financial and insurance services,SG01RSC04B01KK1,2024Q4,0.0599812,4059.852
Industry groups,"Rental, hiring, and real estate services",SG01RSC04B01LL1,2024Q4,0.0674136,4678.957
Industry groups,Ownership of owner-occupied dwellings,SG01RSC04B01LL2,2024Q4,0.0765006,5676.897
Industry groups,"Prof, scientific, and technical services",SG01RSC04B01MN1,2024Q4,0.0901186,6598.492
Industry groups,Administrative and support services,SG01RSC04B01MN2,2024Q4,0.0196278,1514.656
Industry groups,Local Government administration,SG01RSC04B01OO1,2024Q4,0.0047717,434.507
Industry groups,"Central government administration, defence, and public safety",SG01RSC04B01OO2,2024Q4,0.0370522,2915.701
Industry groups,Education and training,SG01RSC04B01PP1,2024Q4,0.0397661,2445.185
Industry groups,Health care and social assistance,SG01RSC04B01QQ1,2024Q4,0.0679130,4809.541
Industry groups,Arts and recreation services,SG01RSC04B01RS1,2024Q4,0.0127062,1054.593
Industry groups,Other services,SG01RSC04B01RS2,2024Q4,0.0199023,1294.593
Industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2024Q4,0.0841632,5114.619
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1987Q2,0.0609628,1842.213
High level industry groups,Mining,SG01RSC02B01A02,1987Q2,0.0140206,536.468
High level industry groups,Manufacturing,SG01RSC02B01B01,1987Q2,0.1939019,4492.764
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1987Q2,0.0297694,1124.975
High level industry groups,Construction,SG01RSC02B01B03,1987Q2,0.0500788,1565.783
High level industry groups,Wholesale trade,SG01RSC02B01C01,1987Q2,0.0574564,1556.707
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1987Q2,0.0671556,1844.975
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1987Q2,0.0535779,941.055
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1987Q2,0.0433400,433.118
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1987Q2,0.0538671,1487.323
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1987Q2,0.1054535,3812.252
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1987Q2,0.0528712,2285.206
High level industry groups,Public administration and safety,SG01RSC02B01C08,1987Q2,0.0436076,1378.284
High level industry groups,Education and training,SG01RSC02B01C09,1987Q2,0.0388231,1379.688
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1987Q2,0.0421132,1285.675
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1987Q2,0.0249580,798.027
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1987Q2,0.0680429,1781.158
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1987Q3,0.0609628,1917.476
High level industry groups,Mining,SG01RSC02B01A02,1987Q3,0.0140206,451.529
High level industry groups,Manufacturing,SG01RSC02B01B01,1987Q3,0.1939019,4406.718
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1987Q3,0.0297694,1108.042
High level industry groups,Construction,SG01RSC02B01B03,1987Q3,0.0500788,1633.710
High level industry groups,Wholesale trade,SG01RSC02B01C01,1987Q3,0.0574564,1514.564
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1987Q3,0.0671556,1831.242
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1987Q3,0.0535779,971.482
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1987Q3,0.0433400,448.299
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1987Q3,0.0538671,1500.103
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1987Q3,0.1054535,3867.815
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1987Q3,0.0528712,2380.965
High level industry groups,Public administration and safety,SG01RSC02B01C08,1987Q3,0.0436076,1375.539
High level industry groups,Education and training,SG01RSC02B01C09,1987Q3,0.0388231,1382.937
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1987Q3,0.0421132,1284.962
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1987Q3,0.0249580,803.348
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1987Q3,0.0680429,1803.767
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1987Q4,0.0609628,1994.748
High level industry groups,Mining,SG01RSC02B01A02,1987Q4,0.0140206,644.624
High level industry groups,Manufacturing,SG01RSC02B01B01,1987Q4,0.1939019,4367.252
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1987Q4,0.0297694,1113.938
High level industry groups,Construction,SG01RSC02B01B03,1987Q4,0.0500788,1641.194
High level industry groups,Wholesale trade,SG01RSC02B01C01,1987Q4,0.0574564,1436.549
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1987Q4,0.0671556,1827.122
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1987Q4,0.0535779,1015.037
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1987Q4,0.0433400,450.058
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1987Q4,0.0538671,1501.024
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1987Q4,0.1054535,3841.017
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1987Q4,0.0528712,2404.008
High level industry groups,Public administration and safety,SG01RSC02B01C08,1987Q4,0.0436076,1372.363
High level industry groups,Education and training,SG01RSC02B01C09,1987Q4,0.0388231,1387.496
High level industry groups,Health care and social assistance,SG01RSC02B01C10,1987Q4,0.0421132,1285.658
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,1987Q4,0.0249580,828.872
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,1987Q4,0.0680429,1825.997
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,1988Q1,0.0609628,2013.561
High level industry groups,Mining,SG01RSC02B01A02,1988Q1,0.0140206,660.057
High level industry groups,Manufacturing,SG01RSC02B01B01,1988Q1,0.1939019,4331.364
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,1988Q1,0.0297694,1120.532
High level industry groups,Construction,SG01RSC02B01B03,1988Q1,0.0500788,1661.185
High level industry groups,Wholesale trade,SG01RSC02B01C01,1988Q1,0.0574564,1520.610
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,1988Q1,0.0671556,1802.455
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,1988Q1,0.0535779,1040.746
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,1988Q1,0.0433400,448.656
High level industry groups,Financial and insurance services,SG01RSC02B01C05,1988Q1,0.0538671,1477.570
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,1988Q1,0.1054535,3791.208
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,1988Q1,0.0528712,2399.125
